priority,image_path,candidate_class,ocr_text,ocr_confidence,provisional_bbox,normalized_yolo,reason,review_status,source_repo,sha256
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/90.PNG,MANUFACTURER,**Chocolate is manufactured on,0.965,"[[384.0, 198.0], [621.0, 202.0], [621.0, 222.0], [383.0, 218.0]]","[0.7652439024390244, 0.3, 0.3628048780487805, 0.03428571428571429]",Matched MANUFACTURER regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2b179d6d0ede058c41eabba456cdbd0e4eac962f55fe377e9735155029701e4d
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/90.PNG,MANUFACTURER,MANUFACTURED & DISTRIBUTED BY,0.9572,"[[380.0, 404.0], [606.0, 407.0], [606.0, 423.0], [380.0, 420.0]]","[0.7515243902439024, 0.5907142857142857, 0.3445121951219512, 0.027142857142857142]",Matched MANUFACTURER regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2b179d6d0ede058c41eabba456cdbd0e4eac962f55fe377e9735155029701e4d
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/90.PNG,MRP,Total Sugars 8g,0.9495,"[[74.0, 418.0], [197.0, 422.0], [196.0, 443.0], [74.0, 439.0]]","[0.20655487804878048, 0.615, 0.1875, 0.03571428571428571]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2b179d6d0ede058c41eabba456cdbd0e4eac962f55fe377e9735155029701e4d
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/90.PNG,MRP,Incl.6g Added Sugars,0.9669,"[[96.0, 443.0], [266.0, 448.0], [265.0, 468.0], [95.0, 463.0]]","[0.27515243902439024, 0.6507142857142857, 0.2606707317073171, 0.03571428571428571]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2b179d6d0ede058c41eabba456cdbd0e4eac962f55fe377e9735155029701e4d
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/90.PNG,MANUFACTURER,This product was manufactured with 100% renewable energy.,0.9702,"[[255.0, 645.0], [574.0, 653.0], [574.0, 670.0], [254.0, 662.0]]","[0.6310975609756098, 0.9392857142857143, 0.4878048780487805, 0.03571428571428571]",Matched MANUFACTURER regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2b179d6d0ede058c41eabba456cdbd0e4eac962f55fe377e9735155029701e4d
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/91.PNG,MRP,Serving size5 crackers 16g),0.9455,"[[65.0, 102.0], [319.0, 99.0], [319.0, 120.0], [65.0, 122.0]]","[0.2917933130699088, 0.16844512195121952, 0.3860182370820669, 0.0350609756097561]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,a73c155ea67dfa4c6cb777acca5cb9b67725033cbb2f2c364e04dd98ffb2084e
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/91.PNG,MRP,Total Sugars Og,0.9483,"[[89.0, 407.0], [198.0, 409.0], [198.0, 428.0], [89.0, 425.0]]","[0.21808510638297873, 0.6364329268292683, 0.1656534954407295, 0.03201219512195122]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,a73c155ea67dfa4c6cb777acca5cb9b67725033cbb2f2c364e04dd98ffb2084e
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/91.PNG,MRP,Incl Og Added Sugars,0.9265,"[[96.0, 436.0], [247.0, 436.0], [247.0, 453.0], [96.0, 453.0]]","[0.26063829787234044, 0.6775914634146342, 0.22948328267477203, 0.025914634146341462]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,a73c155ea67dfa4c6cb777acca5cb9b67725033cbb2f2c364e04dd98ffb2084e
2,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/92.PNG,MRP,ToealSugars Ig,0.7506,"[[29.0, 184.0], [77.0, 176.0], [79.0, 187.0], [31.0, 195.0]]","[0.11042944785276074, 0.2523809523809524, 0.10224948875255624, 0.02585034013605442]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,ba5590a0b466eea3c6e949471569b22d4f2475166ec7c21474fe96436e4d5798
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/92.PNG,MRP,that Veronica's first creation.,0.9365,"[[305.0, 485.0], [423.0, 476.0], [424.0, 490.0], [306.0, 499.0]]","[0.745398773006135, 0.6632653061224489, 0.24335378323108384, 0.031292517006802724]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,ba5590a0b466eea3c6e949471569b22d4f2475166ec7c21474fe96436e4d5798
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/93.PNG,MRP,Total Sugars Og,0.9668,"[[91.0, 420.0], [140.0, 420.0], [140.0, 430.0], [91.0, 430.0]]","[0.23427991886409735, 0.6141618497109826, 0.09939148073022312, 0.014450867052023121]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,f95d50f9aab84bbc1b882c0bef78008bdda5cc4bc0a58262c3acec397319594d
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/93.PNG,MRP,Includes Og Added Sugars,0.9885,"[[99.0, 429.0], [182.0, 432.0], [182.0, 442.0], [98.0, 440.0]]","[0.2839756592292089, 0.6293352601156069, 0.17038539553752535, 0.01878612716763006]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,f95d50f9aab84bbc1b882c0bef78008bdda5cc4bc0a58262c3acec397319594d
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/train/93.PNG,NET_QUANTITY,NET WT 16 OZ (1 LB)454g,0.8878,"[[153.0, 549.0], [308.0, 550.0], [308.0, 564.0], [153.0, 563.0]]","[0.46754563894523327, 0.8041907514450867, 0.3144016227180527, 0.02167630057803468]",Matched NET_QUANTITY regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,f95d50f9aab84bbc1b882c0bef78008bdda5cc4bc0a58262c3acec397319594d
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/100.PNG,NET_QUANTITY,Net wt.200ge,0.8855,"[[138.0, 472.0], [225.0, 472.0], [225.0, 489.0], [138.0, 489.0]]","[0.521551724137931, 0.9668008048289738, 0.25, 0.03420523138832998]",Matched NET_QUANTITY regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,73b28ddad7688c36aad60b127df7af5f6c5193b5683542b15eb90a413ff3819c
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/94.PNG,MRP,Serving Size:2 bars (50g),0.9456,"[[15.0, 40.0], [164.0, 42.0], [164.0, 59.0], [15.0, 56.0]]","[0.2944078947368421, 0.06780821917808219, 0.4901315789473684, 0.026027397260273973]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8df7aa9c0a066c59223f3f291051ed5ccdebe0fd5506d630767a5e17808a88f5
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/94.PNG,MRP,Sugars 9g,0.9665,"[[31.0, 276.0], [89.0, 278.0], [89.0, 293.0], [30.0, 290.0]]","[0.19572368421052633, 0.38972602739726026, 0.19407894736842105, 0.023287671232876714]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8df7aa9c0a066c59223f3f291051ed5ccdebe0fd5506d630767a5e17808a88f5
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/95.PNG,MRP,OF2 BREAKFAST BARS,0.9475,"[[51.0, 689.0], [254.0, 688.0], [254.0, 709.0], [51.0, 710.0]]","[0.2629310344827586, 0.9445945945945946, 0.35, 0.02972972972972973]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,b6ba04ce908cb218fc9acf422b9c51c905a4c726e10d0a0bb6b92d3f0336077f
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/95.PNG,NET_QUANTITY,NET WT.7.1 OZ (200g),0.927,"[[404.0, 688.0], [551.0, 690.0], [551.0, 710.0], [404.0, 708.0]]","[0.8232758620689655, 0.9445945945945946, 0.253448275862069, 0.02972972972972973]",Matched NET_QUANTITY regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,b6ba04ce908cb218fc9acf422b9c51c905a4c726e10d0a0bb6b92d3f0336077f
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/96.PNG,MRP,SUGARS,0.998,"[[516.0, 61.0], [543.0, 61.0], [543.0, 73.0], [516.0, 73.0]]","[0.9592391304347826, 0.09090909090909091, 0.04891304347826087, 0.016282225237449117]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,9c271e02c306bc026dddebe42c6452863cd68d97b275d0daa3f0e76754334425
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/96.PNG,NET_QUANTITY,NET WT.14 0Z (397g),0.9422,"[[324.0, 706.0], [499.0, 710.0], [499.0, 734.0], [323.0, 730.0]]","[0.7445652173913043, 0.9769335142469471, 0.3188405797101449, 0.037991858887381276]",Matched NET_QUANTITY regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,9c271e02c306bc026dddebe42c6452863cd68d97b275d0daa3f0e76754334425
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/97.PNG,MRP,Total Sugars 6g,0.9851,"[[14.0, 379.0], [81.0, 379.0], [81.0, 393.0], [14.0, 393.0]]","[0.27941176470588236, 0.5132978723404256, 0.3941176470588235, 0.018617021276595744]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8828bbc9aae251a2bbd92cb98459dcbbcd26bb6351c7e9e87f5e218afbbe4f42
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/97.PNG,MRP,Incl. Og Added Sugars,0.9785,"[[20.0, 395.0], [115.0, 395.0], [115.0, 408.0], [20.0, 408.0]]","[0.39705882352941174, 0.5339095744680851, 0.5588235294117647, 0.017287234042553192]",Matched MRP regex pattern,REJECTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8828bbc9aae251a2bbd92cb98459dcbbcd26bb6351c7e9e87f5e218afbbe4f42
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/97.PNG,MANUFACTURER,MANUFACTURED FOR,0.969,"[[37.0, 629.0], [121.0, 631.0], [121.0, 641.0], [37.0, 639.0]]","[0.4647058823529412, 0.8444148936170213, 0.49411764705882355, 0.015957446808510637]",Matched MANUFACTURER regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8828bbc9aae251a2bbd92cb98459dcbbcd26bb6351c7e9e87f5e218afbbe4f42
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/97.PNG,MRP,Three Sisters Cereal,0.9902,"[[42.0, 638.0], [119.0, 641.0], [119.0, 652.0], [41.0, 649.0]]","[0.47058823529411764, 0.8577127659574468, 0.4588235294117647, 0.018617021276595744]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,8828bbc9aae251a2bbd92cb98459dcbbcd26bb6351c7e9e87f5e218afbbe4f42
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/99.PNG,CONSUMER_CARE,NESTLE CONSUMER CARE,0.9591,"[[24.0, 156.0], [161.0, 152.0], [161.0, 173.0], [25.0, 177.0]]","[0.22783251231527094, 0.28216123499142365, 0.3374384236453202, 0.04288164665523156]",Matched CONSUMER_CARE regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2c6f7cb9abdb8da6b6bbed46c1f1ebb590a0c28f68f627f6cf3ef15ad800afb2
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/99.PNG,CONSUMER_CARE,WECARE@IN.NESTLE.COM,0.9954,"[[27.0, 210.0], [161.0, 206.0], [161.0, 225.0], [28.0, 228.0]]","[0.2315270935960591, 0.37221269296740994, 0.33004926108374383, 0.03773584905660377]",Matched CONSUMER_CARE regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2c6f7cb9abdb8da6b6bbed46c1f1ebb590a0c28f68f627f6cf3ef15ad800afb2
2,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/99.PNG,MRP,MRPin.ofal taxes:,0.7153,"[[33.0, 317.0], [127.0, 317.0], [127.0, 334.0], [33.0, 334.0]]","[0.19704433497536947, 0.5583190394511149, 0.2315270935960591, 0.029159519725557463]",Matched MRP regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2c6f7cb9abdb8da6b6bbed46c1f1ebb590a0c28f68f627f6cf3ef15ad800afb2
1,external_data/Object-Detection-and-Text-Recognition-of-Packaged-Foods-main/sample dataset/images/val/99.PNG,NET_QUANTITY,NET WEIGHT:,0.9275,"[[21.0, 537.0], [89.0, 541.0], [88.0, 554.0], [20.0, 550.0]]","[0.13423645320197045, 0.9356775300171527, 0.16995073891625614, 0.029159519725557463]",Matched NET_QUANTITY regex pattern,ACCEPTED,joyeetadey/Object-Detection-and-Text-Recognition-of-Packaged-Foods,2c6f7cb9abdb8da6b6bbed46c1f1ebb590a0c28f68f627f6cf3ef15ad800afb2
